model,dataset,seed,source,accepted,protocol,historical_source_path,reason
PCA+KMeans,wine_customer,123,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,wine_customer,7,new_run,yes,transductive,,accepted target seed record
KMeans,wine_quality,42,new_run,yes,transductive,,accepted target seed record
KMeans,wine_quality,123,new_run,yes,transductive,,accepted target seed record
KMeans,wine_quality,7,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,wine_quality,42,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,wine_quality,123,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,wine_quality,7,new_run,yes,transductive,,accepted target seed record
KMeans,wireless_indoor_localization,42,new_run,yes,transductive,,accepted target seed record
KMeans,wireless_indoor_localization,123,new_run,yes,transductive,,accepted target seed record
KMeans,wireless_indoor_localization,7,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,wireless_indoor_localization,42,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,wireless_indoor_localization,123,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,wireless_indoor_localization,7,new_run,yes,transductive,,accepted target seed record
KMeans,world12d,42,new_run,yes,transductive,,accepted target seed record
KMeans,world12d,123,new_run,yes,transductive,,accepted target seed record
KMeans,world12d,7,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,world12d,42,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,world12d,123,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,world12d,7,new_run,yes,transductive,,accepted target seed record
KMeans,wos,42,new_run,yes,transductive,,accepted target seed record
KMeans,wos,123,new_run,yes,transductive,,accepted target seed record
KMeans,wos,7,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,wos,42,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,wos,123,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,wos,7,new_run,yes,transductive,,accepted target seed record
KMeans,yeast,42,new_run,yes,transductive,,accepted target seed record
KMeans,yeast,123,new_run,yes,transductive,,accepted target seed record
KMeans,yeast,7,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,yeast,42,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,yeast,123,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,yeast,7,new_run,yes,transductive,,accepted target seed record
KMeans,zoo,42,new_run,yes,transductive,,accepted target seed record
KMeans,zoo,123,new_run,yes,transductive,,accepted target seed record
KMeans,zoo,7,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,zoo,42,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,zoo,123,new_run,yes,transductive,,accepted target seed record
PCA+KMeans,zoo,7,new_run,yes,transductive,,accepted target seed record
EDESC,breast_cancer_wisconsin_original,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/breast_cancer_wisconsin_original/EDESC/seed42/run.json,accepted target seed record
EDESC,breast_cancer_wisconsin_original,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/breast_cancer_wisconsin_original/EDESC/seed123/run.json,accepted target seed record
EDESC,breast_cancer_wisconsin_original,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/breast_cancer_wisconsin_original/EDESC/seed7/run.json,accepted target seed record
EDESC,spambase,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/spambase/EDESC/seed42/run.json,accepted target seed record
EDESC,spambase,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/spambase/EDESC/seed123/run.json,accepted target seed record
EDESC,spambase,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/spambase/EDESC/seed7/run.json,accepted target seed record
EDESC,sms_spam_collection,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/sms_spam_collection/EDESC/seed42/run.json,accepted target seed record
EDESC,sms_spam_collection,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/sms_spam_collection/EDESC/seed123/run.json,accepted target seed record
EDESC,sms_spam_collection,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/sms_spam_collection/EDESC/seed7/run.json,accepted target seed record
EDESC,ISOLET,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/ISOLET/EDESC/seed42/run.json,accepted target seed record
EDESC,ISOLET,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/ISOLET/EDESC/seed123/run.json,accepted target seed record
EDESC,ISOLET,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/ISOLET/EDESC/seed7/run.json,accepted target seed record
EDESC,Mouse_retina,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Mouse_retina/EDESC/seed42/run.json,accepted target seed record
EDESC,Mouse_retina,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Mouse_retina/EDESC/seed123/run.json,accepted target seed record
EDESC,Mouse_retina,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Mouse_retina/EDESC/seed7/run.json,accepted target seed record
TableDC,breast_cancer_wisconsin_original,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/breast_cancer_wisconsin_original/TableDC/seed42/run.json,accepted target seed record
TableDC,breast_cancer_wisconsin_original,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/breast_cancer_wisconsin_original/TableDC/seed123/run.json,accepted target seed record
TableDC,breast_cancer_wisconsin_original,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/breast_cancer_wisconsin_original/TableDC/seed7/run.json,accepted target seed record
TableDC,spambase,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/spambase/TableDC/seed42/run.json,accepted target seed record
TableDC,spambase,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/spambase/TableDC/seed123/run.json,accepted target seed record
TableDC,spambase,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/spambase/TableDC/seed7/run.json,accepted target seed record
TableDC,sms_spam_collection,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/sms_spam_collection/TableDC/seed42/run.json,accepted target seed record
TableDC,sms_spam_collection,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/sms_spam_collection/TableDC/seed123/run.json,accepted target seed record
TableDC,sms_spam_collection,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/sms_spam_collection/TableDC/seed7/run.json,accepted target seed record
TableDC,ISOLET,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/ISOLET/TableDC/seed42/run.json,accepted target seed record
TableDC,ISOLET,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/ISOLET/TableDC/seed123/run.json,accepted target seed record
TableDC,ISOLET,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/ISOLET/TableDC/seed7/run.json,accepted target seed record
TableDC,Mouse_retina,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Mouse_retina/TableDC/seed42/run.json,accepted target seed record
TableDC,Mouse_retina,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Mouse_retina/TableDC/seed123/run.json,accepted target seed record
TableDC,Mouse_retina,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Mouse_retina/TableDC/seed7/run.json,accepted target seed record
TableDC,Pollen,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Pollen/TableDC/seed42/run.json,accepted target seed record
TableDC,Pollen,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Pollen/TableDC/seed123/run.json,accepted target seed record
TableDC,Pollen,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Pollen/TableDC/seed7/run.json,accepted target seed record
TableDC,Wang,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Wang/TableDC/seed42/run.json,accepted target seed record
TableDC,Wang,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Wang/TableDC/seed123/run.json,accepted target seed record
TableDC,Wang,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Wang/TableDC/seed7/run.json,accepted target seed record
ZEUS,breast_cancer_wisconsin_original,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/breast_cancer_wisconsin_original/ZEUS/seed42/run.json,accepted target seed record
ZEUS,breast_cancer_wisconsin_original,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/breast_cancer_wisconsin_original/ZEUS/seed123/run.json,accepted target seed record
ZEUS,breast_cancer_wisconsin_original,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/breast_cancer_wisconsin_original/ZEUS/seed7/run.json,accepted target seed record
ZEUS,spambase,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/spambase/ZEUS/seed42/run.json,accepted target seed record
ZEUS,spambase,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/spambase/ZEUS/seed123/run.json,accepted target seed record
ZEUS,spambase,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/spambase/ZEUS/seed7/run.json,accepted target seed record
ZEUS,sms_spam_collection,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/sms_spam_collection/ZEUS/seed42/run.json,accepted target seed record
ZEUS,sms_spam_collection,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/sms_spam_collection/ZEUS/seed123/run.json,accepted target seed record
ZEUS,sms_spam_collection,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/sms_spam_collection/ZEUS/seed7/run.json,accepted target seed record
ZEUS,ISOLET,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/ISOLET/ZEUS/seed42/run.json,accepted target seed record
ZEUS,ISOLET,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/ISOLET/ZEUS/seed123/run.json,accepted target seed record
ZEUS,ISOLET,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/ISOLET/ZEUS/seed7/run.json,accepted target seed record
ZEUS,Mouse_retina,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Mouse_retina/ZEUS/seed42/run.json,accepted target seed record
ZEUS,Mouse_retina,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Mouse_retina/ZEUS/seed7/run.json,accepted target seed record
ZEUS,Mouse_retina,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Mouse_retina/ZEUS/seed123/run.json,accepted target seed record
ZEUS,Pollen,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Pollen/ZEUS/seed123/run.json,accepted target seed record
ZEUS,Pollen,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Pollen/ZEUS/seed42/run.json,accepted target seed record
ZEUS,Pollen,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Pollen/ZEUS/seed7/run.json,accepted target seed record
ZEUS,Wang,42,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Wang/ZEUS/seed42/run.json,accepted target seed record
ZEUS,Wang,123,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Wang/ZEUS/seed123/run.json,accepted target seed record
ZEUS,Wang,7,historical_reuse,yes,transductive,/data/luolie/ToPoGate/result/baseline_5seed_20260905/Wang/ZEUS/seed7/run.json,accepted target seed record
