alternative_explanation,artifact_status,baseline_bin,causal_status,condition,confidence,control_ari,control_variant,current_ari,dataset_id,delta_ari,effect_state,evidence_level,evidence_source,failure_pattern,gate_usage_raw,global_delta,global_metric,global_nonpositive,input_protocol,interpretation,intervention_location,label_free_local_metric_available,local_delta,local_global_disconnect,local_metric,local_metric_label_use,local_positive,magnitude_proxy_json,magnitude_proxy_keys,measurement_timing,negative_headroom,paired_delta_scope,positive_headroom,post_treatment_descriptor,readout,replay_eligible,seed_count,seeds,selection_policy,source_batch,status,structural_source,variant,variant_family,version
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.035865581858080975,scmae_only,-0.00026832019129409917,local__fabert,-0.036133902049375076,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.035865581858080975,matched three-run group means; raw per-seed rows not in snapshot,0.964134418141919,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.3763150467951348,scmae_only,0.3954034105868753,local__fashion_mnist,0.019088363791740504,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.3763150467951348,matched three-run group means; raw per-seed rows not in snapshot,0.6236849532048652,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.3763150467951348,scmae_only,0.12962240249944626,local__fashion_mnist,-0.24669264429568852,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.3763150467951348,matched three-run group means; raw per-seed rows not in snapshot,0.6236849532048652,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.3763150467951348,scmae_only,0.40322585813921635,local__fashion_mnist,0.026910811344081575,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.3763150467951348,matched three-run group means; raw per-seed rows not in snapshot,0.6236849532048652,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.3763150467951348,scmae_only,0.44028776753562143,local__fashion_mnist,0.06397272074048665,positive,149-dataset x 3-seed matrix,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.3763150467951348,matched three-run group means; raw per-seed rows not in snapshot,0.6236849532048652,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.3763150467951348,scmae_only,0.42950651474115803,local__fashion_mnist,0.05319146794602325,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.3763150467951348,matched three-run group means; raw per-seed rows not in snapshot,0.6236849532048652,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.3763150467951348,scmae_only,0.39411204935473126,local__fashion_mnist,0.017797002559596486,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.3763150467951348,matched three-run group means; raw per-seed rows not in snapshot,0.6236849532048652,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.3763150467951348,scmae_only,0.42987550471698327,local__fashion_mnist,0.05356045792184849,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.3763150467951348,matched three-run group means; raw per-seed rows not in snapshot,0.6236849532048652,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.3763150467951348,scmae_only,0.444264000402343,local__fashion_mnist,0.0679489536072082,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.3763150467951348,matched three-run group means; raw per-seed rows not in snapshot,0.6236849532048652,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.3763150467951348,scmae_only,0.16926088493292968,local__fashion_mnist,-0.2070541618622051,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.3763150467951348,matched three-run group means; raw per-seed rows not in snapshot,0.6236849532048652,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5279221599801198,scmae_only,0.5038446615459624,local__fashionmnist_clip,-0.024077498434157407,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5279221599801198,matched three-run group means; raw per-seed rows not in snapshot,0.4720778400198802,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5279221599801198,scmae_only,0.08547019063930889,local__fashionmnist_clip,-0.44245196934081094,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5279221599801198,matched three-run group means; raw per-seed rows not in snapshot,0.4720778400198802,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5279221599801198,scmae_only,0.5066232037351276,local__fashionmnist_clip,-0.02129895624499223,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5279221599801198,matched three-run group means; raw per-seed rows not in snapshot,0.4720778400198802,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5279221599801198,scmae_only,0.5267800427776318,local__fashionmnist_clip,-0.0011421172024880244,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5279221599801198,matched three-run group means; raw per-seed rows not in snapshot,0.4720778400198802,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5279221599801198,scmae_only,0.4982830132643247,local__fashionmnist_clip,-0.029639146715795095,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5279221599801198,matched three-run group means; raw per-seed rows not in snapshot,0.4720778400198802,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5279221599801198,scmae_only,0.48167475611501326,local__fashionmnist_clip,-0.04624740386510656,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5279221599801198,matched three-run group means; raw per-seed rows not in snapshot,0.4720778400198802,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5279221599801198,scmae_only,0.4901017485724277,local__fashionmnist_clip,-0.0378204114076921,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5279221599801198,matched three-run group means; raw per-seed rows not in snapshot,0.4720778400198802,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5279221599801198,scmae_only,0.5076015888423624,local__fashionmnist_clip,-0.020320571137757426,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5279221599801198,matched three-run group means; raw per-seed rows not in snapshot,0.4720778400198802,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5279221599801198,scmae_only,0.32581520385520274,local__fashionmnist_clip,-0.20210695612491708,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5279221599801198,matched three-run group means; raw per-seed rows not in snapshot,0.4720778400198802,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.26169823456239866,scmae_only,0.2746570874502161,local__fbis_wc,0.012958852887817451,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.26169823456239866,matched three-run group means; raw per-seed rows not in snapshot,0.7383017654376014,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.26169823456239866,scmae_only,0.07309324080922446,local__fbis_wc,-0.1886049937531742,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.26169823456239866,matched three-run group means; raw per-seed rows not in snapshot,0.7383017654376014,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.26169823456239866,scmae_only,0.2814415248668951,local__fbis_wc,0.019743290304496453,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.26169823456239866,matched three-run group means; raw per-seed rows not in snapshot,0.7383017654376014,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.26169823456239866,scmae_only,0.27190238982509163,local__fbis_wc,0.010204155262692971,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.26169823456239866,matched three-run group means; raw per-seed rows not in snapshot,0.7383017654376014,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.26169823456239866,scmae_only,0.3112131021438554,local__fbis_wc,0.049514867581456734,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.26169823456239866,matched three-run group means; raw per-seed rows not in snapshot,0.7383017654376014,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.26169823456239866,scmae_only,0.17698914224454543,local__fbis_wc,-0.08470909231785323,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.26169823456239866,matched three-run group means; raw per-seed rows not in snapshot,0.7383017654376014,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.26169823456239866,scmae_only,0.25297422688269783,local__fbis_wc,-0.00872400767970083,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.26169823456239866,matched three-run group means; raw per-seed rows not in snapshot,0.7383017654376014,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.26169823456239866,scmae_only,0.29927244830753447,local__fbis_wc,0.03757421374513581,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.26169823456239866,matched three-run group means; raw per-seed rows not in snapshot,0.7383017654376014,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.26169823456239866,scmae_only,-0.007085589460574006,local__fbis_wc,-0.2687838240229727,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.26169823456239866,matched three-run group means; raw per-seed rows not in snapshot,0.7383017654376014,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.09384556393091155,scmae_only,0.09842800258852225,local__fetal_health_classification,0.004582438657610696,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.09384556393091155,matched three-run group means; raw per-seed rows not in snapshot,0.9061544360690884,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.09384556393091155,scmae_only,0.0375578573822748,local__fetal_health_classification,-0.05628770654863675,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.09384556393091155,matched three-run group means; raw per-seed rows not in snapshot,0.9061544360690884,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.09384556393091155,scmae_only,0.0999648958264608,local__fetal_health_classification,0.0061193318955492515,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.09384556393091155,matched three-run group means; raw per-seed rows not in snapshot,0.9061544360690884,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.09384556393091155,scmae_only,0.0032948924244960275,local__fetal_health_classification,-0.09055067150641552,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.09384556393091155,matched three-run group means; raw per-seed rows not in snapshot,0.9061544360690884,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.09384556393091155,scmae_only,0.036821760479310156,local__fetal_health_classification,-0.05702380345160139,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.09384556393091155,matched three-run group means; raw per-seed rows not in snapshot,0.9061544360690884,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.09384556393091155,scmae_only,0.010579301589396737,local__fetal_health_classification,-0.08326626234151481,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.09384556393091155,matched three-run group means; raw per-seed rows not in snapshot,0.9061544360690884,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.09384556393091155,scmae_only,0.11088999795972054,local__fetal_health_classification,0.017044434028808994,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.09384556393091155,matched three-run group means; raw per-seed rows not in snapshot,0.9061544360690884,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.09384556393091155,scmae_only,0.035452123028909786,local__fetal_health_classification,-0.05839344090200176,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.09384556393091155,matched three-run group means; raw per-seed rows not in snapshot,0.9061544360690884,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.09384556393091155,scmae_only,0.02649165922438278,local__fetal_health_classification,-0.06735390470652877,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.09384556393091155,matched three-run group means; raw per-seed rows not in snapshot,0.9061544360690884,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
